Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG4_CE/200625COVID19MEXICO_REG4_CE_AMB.csv,200625COVID19MEXICO,65218,
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG4_CE/200625COVID19MEXICO_REG4_CE_HOSP.csv,200625COVID19MEXICO,34293,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG4_CE/200626COVID19MEXICO_REG4_CE_AMB.csv,200626COVID19MEXICO,66645,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG4_CE/200626COVID19MEXICO_REG4_CE_HOSP.csv,200626COVID19MEXICO,34917,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG4_CE/200627COVID19MEXICO_REG4_CE_AMB.csv,200627COVID19MEXICO,67857,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG4_CE/200627COVID19MEXICO_REG4_CE_HOSP.csv,200627COVID19MEXICO,35336,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG4_CE/200628COVID19MEXICO_REG4_CE_AMB.csv,200628COVID19MEXICO,68936,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG4_CE/200628COVID19MEXICO_REG4_CE_HOSP.csv,200628COVID19MEXICO,35668,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG4_CE/200629COVID19MEXICO_REG4_CE_AMB.csv,200629COVID19MEXICO,69806,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG4_CE/200629COVID19MEXICO_REG4_CE_HOSP.csv,200629COVID19MEXICO,35936,
